genome_index,genome_id,genus,species,full_name
223,GCF_000024165.1_Candidatus_Accumulibacter_phosphatis_6mer,Candidatus,Accumulibacter,Candidatus_Accumulibacter
224,GCF_000024205.1_Desulfofarcimen_acetoxidans_DSM_771_6mer,Desulfofarcimen,acetoxidans,Desulfofarcimen_acetoxidans
225,GCF_000024225.1_Lancefieldella_parvula_DSM_20469_6mer,Lancefieldella,parvula,Lancefieldella_parvula
226,GCF_000024285.1_Alicyclobacillus_acidocaldarius_subsp__acidocaldar_6mer,Alicyclobacillus,acidocaldarius,Alicyclobacillus_acidocaldarius
227,GCF_000024325.1_Desulfohalobium_retbaense_DSM_5692_6mer,Desulfohalobium,retbaense,Desulfohalobium_retbaense
228,GCF_000024345.1_Kribbella_flavida_DSM_17836_6mer,Kribbella,flavida,Kribbella_flavida
229,GCF_000024365.1_Nakamurella_multipartita_DSM_44233_6mer,Nakamurella,multipartita,Nakamurella_multipartita
230,GCF_000024385.1_Thermomonospora_curvata_DSM_43183_6mer,Thermomonospora,curvata,Thermomonospora_curvata
231,GCF_000024405.1_Sebaldella_termitidis_ATCC_33386_6mer,Sebaldella,termitidis,Sebaldella_termitidis
232,GCF_000024425.1_Meiothermus_ruber_DSM_1279_6mer,Meiothermus,ruber,Meiothermus_ruber
233,GCF_000024465.1_Candidatus_Puniceispirillum_marinum_IMCC1322_6mer,Candidatus,Puniceispirillum,Candidatus_Puniceispirillum
234,GCF_000024505.1_Anaplasma_centrale_str__Israel_6mer,Anaplasma,centrale,Anaplasma_centrale
235,GCF_000024525.1_Spirosoma_linguale_DSM_74_6mer,Spirosoma,linguale,Spirosoma_linguale
236,GCF_000024545.1_Stackebrandtia_nassauensis_DSM_44728_6mer,Stackebrandtia,nassauensis,Stackebrandtia_nassauensis
237,GCF_000024605.1_Ammonifex_degensii_KC4_6mer,Ammonifex,degensii,Ammonifex_degensii
238,GCF_000024645.1_Pectobacterium_parmentieri_WPP163_6mer,Pectobacterium,parmentieri,Pectobacterium_parmentieri
239,GCF_000024665.1_Fibrobacter_succinogenes_subsp__succinogenes_S85_6mer,Fibrobacter,succinogenes,Fibrobacter_succinogenes
240,GCF_000024725.1_Nitrosococcus_halophilus_Nc_4_6mer,Nitrosococcus,halophilus,Nitrosococcus_halophilus
241,GCF_000024765.1_Halothiobacillus_neapolitanus_c2_6mer,Halothiobacillus,neapolitanus,Halothiobacillus_neapolitanus
242,GCF_000024805.1_Haliangium_ochraceum_DSM_14365_6mer,Haliangium,ochraceum,Haliangium_ochraceum
243,GCF_000024825.1_Vibrio_antiquarius_6mer,Vibrio,antiquarius,Vibrio_antiquarius
244,GCF_000024865.1_Streptosporangium_roseum_DSM_43021_6mer,Streptosporangium,roseum,Streptosporangium_roseum
245,GCF_000024885.1_Sulfurospirillum_deleyianum_DSM_6946_6mer,Sulfurospirillum,deleyianum,Sulfurospirillum_deleyianum
246,GCF_000024905.1_Thermanaerovibrio_acidaminovorans_DSM_6589_6mer,Thermanaerovibrio,acidaminovorans,Thermanaerovibrio_acidaminovorans
247,GCF_000024925.1_Sanguibacter_keddieii_DSM_10542_6mer,Sanguibacter,keddieii,Sanguibacter_keddieii
248,GCF_000024965.1_Xylanimonas_cellulosilytica_DSM_15894_6mer,Xylanimonas,cellulosilytica,Xylanimonas_cellulosilytica
249,GCF_000024985.1_Sphaerobacter_thermophilus_DSM_20745_6mer,Sphaerobacter,thermophilus,Sphaerobacter_thermophilus
250,GCF_000025005.1_Thermobaculum_terrenum_ATCC_BAA-798_6mer,Thermobaculum,terrenum,Thermobaculum_terrenum
251,GCF_000025065.1_Dickeya_parazeae_Ech586_6mer,Dickeya,parazeae,Dickeya_parazeae
252,GCF_000025125.1_Candidatus_Atelocyanobacterium_thalassa_isolate_AL_6mer,Candidatus,Atelocyanobacterium,Candidatus_Atelocyanobacterium
253,GCF_000025225.2_Mageeibacillus_indolicus_UPII9-5_6mer,Mageeibacillus,indolicus,Mageeibacillus_indolicus
254,GCF_000025265.1_Conexibacter_woesei_DSM_14684_6mer,Conexibacter,woesei,Conexibacter_woesei
255,GCF_000025305.1_Acidaminococcus_fermentans_DSM_20731_6mer,Acidaminococcus,fermentans,Acidaminococcus_fermentans
256,GCF_000025345.1_Geodermatophilus_obscurus_DSM_43160_6mer,Geodermatophilus,obscurus,Geodermatophilus_obscurus
257,GCF_000025485.1_Allochromatium_vinosum_DSM_180_6mer,Allochromatium,vinosum,Allochromatium_vinosum
258,GCF_000025545.1_Thioalkalivibrio_sp__K90mix_6mer,Thioalkalivibrio,sp,Thioalkalivibrio_sp
259,GCF_000025605.1_Thermocrinis_albus_DSM_14484_6mer,Thermocrinis,albus,Thermocrinis_albus
260,GCF_000025645.1_Thermoanaerobacter_italicus_Ab9_6mer,Thermoanaerobacter,italicus,Thermoanaerobacter_italicus
261,GCF_000025705.1_Sideroxydans_lithotrophicus_ES-1_6mer,Sideroxydans,lithotrophicus,Sideroxydans_lithotrophicus
262,GCF_000025725.1_Denitrovibrio_acetiphilus_DSM_12809_6mer,Denitrovibrio,acetiphilus,Denitrovibrio_acetiphilus
263,GCF_000025845.1_Mycoplasma_crocodyli_MP145_6mer,Mycoplasma,crocodyli,Mycoplasma_crocodyli
264,GCF_000025885.1_Aminobacterium_colombiense_DSM_12261_6mer,Aminobacterium,colombiense,Aminobacterium_colombiense
265,GCF_000025905.1_Coraliomargarita_akajimensis_DSM_45221_6mer,Coraliomargarita,akajimensis,Coraliomargarita_akajimensis
266,GCF_000025945.1_Desulfotalea_psychrophila_LSv54_6mer,Desulfotalea,psychrophila,Desulfotalea_psychrophila
267,GCF_000025965.1_Aromatoleum_aromaticum_EbN1_6mer,Aromatoleum,aromaticum,Aromatoleum_aromaticum
268,GCF_000026085.1_Pseudoalteromonas_translucida_6mer,Pseudoalteromonas,translucida,Pseudoalteromonas_translucida
269,GCF_000026185.1_Erwinia_tasmaniensis_Et1_99_6mer,Erwinia,tasmaniensis,Erwinia_tasmaniensis
270,GCF_000026445.2_Mycobacterium_liflandii_128FXT_6mer,Mycobacterium,liflandii,Mycobacterium_liflandii
271,GCF_000026605.1_Streptococcus_equi_subsp__zooepidemicus_6mer,Streptococcus,equi,Streptococcus_equi
272,GCF_000046845.1_Acinetobacter_baylyi_ADP1_6mer,Acinetobacter,baylyi,Acinetobacter_baylyi
273,GCF_000058485.1_Frankia_alni_ACN14a_6mer,Frankia,alni,Frankia_alni
274,GCF_000060345.1_Christiangramia_forsetii_KT0803_6mer,Christiangramia,forsetii,Christiangramia_forsetii
275,GCF_000061505.1_Azoarcus_olearius_6mer,Azoarcus,olearius,Azoarcus_olearius
276,GCF_000067205.1_Bordetella_petrii_6mer,Bordetella,petrii,Bordetella_petrii
277,GCF_000069225.1_Clavibacter_sepedonicus_6mer,Clavibacter,sepedonicus,Clavibacter_sepedonicus
278,GCF_000089865.1_Mycoplasmopsis_agalactiae_6mer,Mycoplasmopsis,agalactiae,Mycoplasmopsis_agalactiae
279,GCF_000091125.1_Sphingobium_indicum_UT26S_6mer,Sphingobium,indicum,Sphingobium_indicum
280,GCF_000091325.1_Shewanella_violacea_DSS12_6mer,Shewanella,violacea,Shewanella_violacea
281,GCF_000091465.1_Vibrio_atlanticus_6mer,Vibrio,atlanticus,Vibrio_atlanticus
282,GCF_000092025.1_Agrobacterium_fabrum_str__C58_6mer,Agrobacterium,fabrum,Agrobacterium_fabrum
283,GCF_000092105.1_Planctopirus_limnophila_DSM_3776_6mer,Planctopirus,limnophila,Planctopirus_limnophila
284,GCF_000092125.1_Allomeiothermus_silvanus_DSM_9946_6mer,Allomeiothermus,silvanus,Allomeiothermus_silvanus
285,GCF_000092205.1_Desulfurivibrio_alkaliphilus_AHT_2_6mer,Desulfurivibrio,alkaliphilus,Desulfurivibrio_alkaliphilus
286,GCF_000092245.1_Arcobacter_nitrofigilis_DSM_7299_6mer,Arcobacter,nitrofigilis,Arcobacter_nitrofigilis
287,GCF_000092385.1_Streptomyces_bingchenggensis_BCW-1_6mer,Streptomyces,bingchenggensis,Streptomyces_bingchenggensis
288,GCF_000092405.1_Syntrophothermus_lipocalidus_DSM_12680_6mer,Syntrophothermus,lipocalidus,Syntrophothermus_lipocalidus
289,GCF_000092785.1_Waddlia_chondrophila_WSU_86-1044_6mer,Waddlia,chondrophila,Waddlia_chondrophila
290,GCF_000092825.1_Segniliparus_rotundus_DSM_44985_6mer,Segniliparus,rotundus,Segniliparus_rotundus
291,GCF_000092845.1_Brachyspira_murdochii_DSM_12563_6mer,Brachyspira,murdochii,Brachyspira_murdochii
292,GCF_000092865.1_Cellulomonas_flavigena_DSM_20109_6mer,Cellulomonas,flavigena,Cellulomonas_flavigena
293,GCF_000092885.1_Paraburkholderia_atlantica_6mer,Paraburkholderia,atlantica,Paraburkholderia_atlantica
294,GCF_000092905.1_Kyrpidia_tusciae_DSM_2912_6mer,Kyrpidia,tusciae,Kyrpidia_tusciae
295,GCF_000092925.1_Ancylobacter_novellus_DSM_506_6mer,Ancylobacter,novellus,Ancylobacter_novellus
296,GCF_000092945.1_Thermincola_potens_JR_6mer,Thermincola,potens,Thermincola_potens
297,GCF_000092965.1_Thermoanaerobacter_mathranii_subsp__mathranii_str__6mer,Thermoanaerobacter,mathranii,Thermoanaerobacter_mathranii
298,GCF_000093025.1_Methylotenera_versatilis_301_6mer,Methylotenera,versatilis,Methylotenera_versatilis
299,GCF_000093085.1__Bacillus__selenitireducens_MLS10_6mer,,Bacillus,_Bacillus
300,GCF_000093145.3_Comamonas_thiooxydans_6mer,Comamonas,thiooxydans,Comamonas_thiooxydans
301,GCF_000143085.1_Nitrosococcus_watsonii_C-113_6mer,Nitrosococcus,watsonii,Nitrosococcus_watsonii
302,GCF_000143145.1_Hyphomicrobium_denitrificans_ATCC_51888_6mer,Hyphomicrobium,denitrificans,Hyphomicrobium_denitrificans
303,GCF_000143845.1_Olsenella_uli_DSM_7084_6mer,Olsenella,uli,Olsenella_uli
304,GCF_000143885.2_Gordonia_sp__KTR9_6mer,Gordonia,sp,Gordonia_sp
305,GCF_000143965.1_Desulfarculus_baarsii_DSM_2075_6mer,Desulfarculus,baarsii,Desulfarculus_baarsii
306,GCF_000143985.1_Sediminispirochaeta_smaragdinae_DSM_11293_6mer,Sediminispirochaeta,smaragdinae,Sediminispirochaeta_smaragdinae
307,GCF_000144625.1__Clostridium__saccharolyticum_WM1_6mer,,Clostridium,_Clostridium
308,GCF_000144645.1_Thermosediminibacter_oceani_DSM_16646_6mer,Thermosediminibacter,oceani,Thermosediminibacter_oceani
309,GCF_000144695.1_Acetohalobium_arabaticum_DSM_5501_6mer,Acetohalobium,arabaticum,Acetohalobium_arabaticum
310,GCF_000145035.1_Butyrivibrio_proteoclasticus_B316_6mer,Butyrivibrio,proteoclasticus,Butyrivibrio_proteoclasticus
311,GCF_000145215.1_Caldicellulosiruptor_obsidiansis_OB47_6mer,Caldicellulosiruptor,obsidiansis,Caldicellulosiruptor_obsidiansis
312,GCF_000145255.1_Gallionella_capsiferriformans_ES-2_6mer,Gallionella,capsiferriformans,Gallionella_capsiferriformans
313,GCF_000145275.1_Clostridium_cellulovorans_743B_6mer,Clostridium,cellulovorans,Clostridium_cellulovorans
314,GCF_000146025.2_Candidatus_Endomicrobiellum_trichonymphae_6mer,Candidatus,Endomicrobiellum,Candidatus_Endomicrobiellum
315,GCF_000146065.2_Candidatus_Cloacimonas_acidaminovorans_str__Evry_6mer,Candidatus,Cloacimonas,Candidatus_Cloacimonas
316,GCF_000146165.2_Shewanella_oneidensis_MR-1_6mer,Shewanella,oneidensis,Shewanella_oneidensis
317,GCF_000147055.1_Dickeya_dadantii_3937_6mer,Dickeya,dadantii,Dickeya_dadantii
318,GCF_000147075.1_Winmispira_thermophila_DSM_6192_6mer,Winmispira,thermophila,Winmispira_thermophila
319,GCF_000147335.1_Gloeothece_verrucosa_PCC_7822_6mer,Gloeothece,verrucosa,Gloeothece_verrucosa
320,GCF_000147355.1_Sulfurimonas_autotrophica_DSM_16294_6mer,Sulfurimonas,autotrophica,Sulfurimonas_autotrophica
321,GCF_000147695.2_Thermoanaerobacter_wiegelii_Rt8_B1_6mer,Thermoanaerobacter,wiegelii,Thermoanaerobacter_wiegelii
322,GCF_000147715.2_Mesotoga_prima_MesG1_Ag_4_2_6mer,Mesotoga,prima,Mesotoga_prima
323,GCF_000147815.2_Streptomyces_violaceusniger_Tu_4113_6mer,Streptomyces,violaceusniger,Streptomyces_violaceusniger
324,GCF_000147835.2_Sphingobium_chlorophenolicum_L-1_6mer,Sphingobium,chlorophenolicum,Sphingobium_chlorophenolicum
325,GCF_000148625.1_Mycoplasmopsis_fermentans_JER_6mer,Mycoplasmopsis,fermentans,Mycoplasmopsis_fermentans
326,GCF_000148645.1_Ferrimonas_balearica_DSM_9799_6mer,Ferrimonas,balearica,Ferrimonas_balearica
327,GCF_000152245.2_Eubacterium_callanderi_6mer,Eubacterium,callanderi,Eubacterium_callanderi
328,GCF_000152825.2_Parvularcula_bermudensis_HTCC2503_6mer,Parvularcula,bermudensis,Parvularcula_bermudensis
329,GCF_000152925.2_Dokdonia_sp__MED134_6mer,Dokdonia,sp,Dokdonia_sp
330,GCF_000152945.2_Polaribacter_sp__MED152_6mer,Polaribacter,sp,Polaribacter_sp
331,GCF_000153165.2_Maribacter_sp__HTCC2170_6mer,Maribacter,sp,Maribacter_sp
332,GCF_000153405.2_Psychromonas_sp__CNPT3_6mer,Psychromonas,sp,Psychromonas_sp
333,GCF_000153485.2_Psychroflexus_torquis_ATCC_700755_6mer,Psychroflexus,torquis,Psychroflexus_torquis
334,GCF_000154785.2_Roseobacter_litoralis_Och_149_6mer,Roseobacter,litoralis,Roseobacter_litoralis
335,GCF_000155675.2_Octadecabacter_antarcticus_307_6mer,Octadecabacter,antarcticus,Octadecabacter_antarcticus
336,GCF_000155735.2_Octadecabacter_arcticus_238_6mer,Octadecabacter,arcticus,Octadecabacter_arcticus
337,GCF_000163055.2_Prevotella_sp__oral_taxon_299_str__F0039_6mer,Prevotella,sp,Prevotella_sp
338,GCF_000163895.2_Filifactor_alocis_ATCC_35896_6mer,Filifactor,alocis,Filifactor_alocis
339,GCF_000164865.1__Enterobacter__lignolyticus_SCF1_6mer,,Enterobacter,_Enterobacter
340,GCF_000165465.1_Halanaerobium_praevalens_DSM_2228_6mer,Halanaerobium,praevalens,Halanaerobium_praevalens
341,GCF_000165485.1_Stigmatella_aurantiaca_DW4_3-1_6mer,Stigmatella,aurantiaca,Stigmatella_aurantiaca
342,GCF_000165505.1_Ilyobacter_polytropus_DSM_2926_6mer,Ilyobacter,polytropus,Ilyobacter_polytropus
343,GCF_000165715.2_Rubinisphaera_brasiliensis_DSM_5305_6mer,Rubinisphaera,brasiliensis,Rubinisphaera_brasiliensis
344,GCF_000166055.1_Rhodomicrobium_vannielii_ATCC_17100_6mer,Rhodomicrobium,vannielii,Rhodomicrobium_vannielii
345,GCF_000166135.1_Pseudofrankia_inefficax_6mer,Pseudofrankia,inefficax,Pseudofrankia_inefficax
346,GCF_000166295.1_Marinobacter_adhaerens_HP15_6mer,Marinobacter,adhaerens,Marinobacter_adhaerens
347,GCF_000166335.1_Caldicellulosiruptor_owensensis_OL_6mer,Caldicellulosiruptor,owensensis,Caldicellulosiruptor_owensensis
348,GCF_000166355.1_Caldicellulosiruptor_hydrothermalis_108_6mer,Caldicellulosiruptor,hydrothermalis,Caldicellulosiruptor_hydrothermalis
349,GCF_000166395.1_Leadbetterella_byssophila_DSM_17132_6mer,Leadbetterella,byssophila,Leadbetterella_byssophila
350,GCF_000166415.1_Halanaerobium_hydrogeniformans_6mer,Halanaerobium,hydrogeniformans,Halanaerobium_hydrogeniformans
351,GCF_000166775.1_Caldicellulosiruptor_kronotskyensis_2002_6mer,Caldicellulosiruptor,kronotskyensis,Caldicellulosiruptor_kronotskyensis
352,GCF_000167435.2_Streptococcus_pyogenes_6mer,Streptococcus,pyogenes,Streptococcus_pyogenes
353,GCF_000172155.1_Verrucomicrobium_spinosum_DSM_4136___JCM_18804_6mer,Verrucomicrobium,spinosum,Verrucomicrobium_spinosum
354,GCF_000175295.2_Thermoanaerobacter_brockii_subsp__finnii_Ako-1_6mer,Thermoanaerobacter,brockii,Thermoanaerobacter_brockii
355,GCF_000175935.2_Pantoea_sp__At-9b_6mer,Pantoea,sp,Pantoea_sp
356,GCF_000176035.2_Mesorhizobium_opportunistum_WSM2075_6mer,Mesorhizobium,opportunistum,Mesorhizobium_opportunistum
357,GCF_000176855.2_Paracidovorax_avenae_ATCC_19860_6mer,Paracidovorax,avenae,Paracidovorax_avenae
358,GCF_000176915.2_Pseudodesulfovibrio_aespoeensis_Aspo-2_6mer,Pseudodesulfovibrio,aespoeensis,Pseudodesulfovibrio_aespoeensis
359,GCF_000177235.2_Evansella_cellulosilytica_DSM_2522_6mer,Evansella,cellulosilytica,Evansella_cellulosilytica
360,GCF_000177535.2_Corynebacterium_resistens_DSM_45100_6mer,Corynebacterium,resistens,Corynebacterium_resistens
361,GCF_000177615.2_Candidatus_Protofrankia_datiscae_6mer,Candidatus,Protofrankia,Candidatus_Protofrankia
362,GCF_000177635.2_Desulfurispirillum_indicum_S5_6mer,Desulfurispirillum,indicum,Desulfurispirillum_indicum
363,GCF_000177655.2_Micromonospora_sp__L5_6mer,Micromonospora,sp,Micromonospora_sp
364,GCF_000178835.2_Cellulosilyticum_lentocellum_DSM_5427_6mer,Cellulosilyticum,lentocellum,Cellulosilyticum_lentocellum
365,GCF_000178955.2_Granulicella_mallensis_MP5ACTX8_6mer,Granulicella,mallensis,Granulicella_mallensis
366,GCF_000178975.2_Granulicella_tundricola_MP5ACTX9_6mer,Granulicella,tundricola,Granulicella_tundricola
367,GCF_000179395.2_Corynebacterium_variabile_DSM_44702_6mer,Corynebacterium,variabile,Corynebacterium_variabile
368,GCF_000179635.2_Ruminococcus_albus_7___DSM_20455_6mer,Ruminococcus,albus,Ruminococcus_albus
369,GCF_000179915.2_Terriglobus_saanensis_SP1PR4_6mer,Terriglobus,saanensis,Terriglobus_saanensis
370,GCF_000182745.2_Komagataeibacter_medellinensis_NBRC_3288_6mer,Komagataeibacter,medellinensis,Komagataeibacter_medellinensis
371,GCF_000183115.1_Methylovorus_sp__MP688_6mer,Methylovorus,sp,Methylovorus_sp
372,GCF_000183135.1_Paludibacter_propionicigenes_WB4_6mer,Paludibacter,propionicigenes,Paludibacter_propionicigenes
373,GCF_000183405.1_Calditerrivibrio_nitroreducens_DSM_19672_6mer,Calditerrivibrio,nitroreducens,Calditerrivibrio_nitroreducens
374,GCF_000183725.1_Sulfuricurvum_kujiense_DSM_16994_6mer,Sulfuricurvum,kujiense,Sulfuricurvum_kujiense
375,GCF_000183745.1_Oceanithermus_profundus_DSM_14977_6mer,Oceanithermus,profundus,Oceanithermus_profundus
376,GCF_000184705.1_Thermaerobacter_marianensis_DSM_12885_6mer,Thermaerobacter,marianensis,Thermaerobacter_marianensis
377,GCF_000185805.1_Thermovibrio_ammonificans_HB-1_6mer,Thermovibrio,ammonificans,Thermovibrio_ammonificans
378,GCF_000186225.1_Bacteroides_helcogenes_P_36-108_6mer,Bacteroides,helcogenes,Bacteroides_helcogenes
379,GCF_000186245.1_Nitratifractor_salsuginis_DSM_16511_6mer,Nitratifractor,salsuginis,Nitratifractor_salsuginis
380,GCF_000186265.1_Cellulophaga_algicola_DSM_14237_6mer,Cellulophaga,algicola,Cellulophaga_algicola
381,GCF_000186345.1_Isosphaera_pallida_ATCC_43644_6mer,Isosphaera,pallida,Isosphaera_pallida
382,GCF_000186385.1_Deinococcus_maricopensis_DSM_21211_6mer,Deinococcus,maricopensis,Deinococcus_maricopensis
383,GCF_000186885.1_Desulfobulbus_propionicus_DSM_2032_6mer,Desulfobulbus,propionicus,Desulfobulbus_propionicus
384,GCF_000187005.1_Thermus_scotoductus_SA-01_6mer,Thermus,scotoductus,Thermus_scotoductus
385,GCF_000187705.1_Rahnella_aceris_6mer,Rahnella,aceris,Rahnella_aceris
386,GCF_000189295.2_Pseudodesulfovibrio_mercurii_6mer,Pseudodesulfovibrio,mercurii,Pseudodesulfovibrio_mercurii
387,GCF_000189535.1_Pseudarthrobacter_phenanthrenivorans_Sphe3_6mer,Pseudarthrobacter,phenanthrenivorans,Pseudarthrobacter_phenanthrenivorans
388,GCF_000189775.2_Thermoanaerobacterium_xylanolyticum_LX-11_6mer,Thermoanaerobacterium,xylanolyticum,Thermoanaerobacterium_xylanolyticum
389,GCF_000190435.1_Sphaerochaeta_globosa_str__Buddy_6mer,Sphaerochaeta,globosa,Sphaerochaeta_globosa
390,GCF_000190555.1_Deinococcus_proteolyticus_MRP_6mer,Deinococcus,proteolyticus,Deinococcus_proteolyticus
391,GCF_000190575.1_Phocaeicola_salanitronis_DSM_18170_6mer,Phocaeicola,salanitronis,Phocaeicola_salanitronis
392,GCF_000190635.1_Syntrophobotulus_glycolicus_DSM_8271_6mer,Syntrophobotulus,glycolicus,Syntrophobotulus_glycolicus
393,GCF_000190735.1_Pseudopedobacter_saltans_DSM_12145_6mer,Pseudopedobacter,saltans,Pseudopedobacter_saltans
394,GCF_000191545.1_Lactobacillus_amylovorus_6mer,Lactobacillus,amylovorus,Lactobacillus_amylovorus
395,GCF_000192635.1_Agrobacterium_tumefaciens_6mer,Agrobacterium,tumefaciens,Agrobacterium_tumefaciens
396,GCF_000192745.1_Polymorphum_gilvum_SL003B-26A1_6mer,Polymorphum,gilvum,Polymorphum_gilvum
397,GCF_000193205.1_Aerococcus_sp__Group_1_6mer,Aerococcus,sp,Aerococcus_sp
398,GCF_000194135.1_Hippea_maritima_DSM_10411_6mer,Hippea,maritima,Hippea_maritima
399,GCF_000194605.1_Fluviicola_taffensis_DSM_16823_6mer,Fluviicola,taffensis,Fluviicola_taffensis
400,GCF_000195275.1_Treponema_succinifaciens_DSM_2489_6mer,Treponema,succinifaciens,Treponema_succinifaciens
401,GCF_000195295.1_Desulfobacca_acetoxidans_DSM_11109_6mer,Desulfobacca,acetoxidans,Desulfobacca_acetoxidans
402,GCF_000195315.1_Coriobacterium_glomerans_PW2_6mer,Coriobacterium,glomerans,Coriobacterium_glomerans
403,GCF_000195335.1_Marinithermus_hydrothermalis_DSM_14884_6mer,Marinithermus,hydrothermalis,Marinithermus_hydrothermalis
404,GCF_000195535.1_Francisella_cf__novicida_Fx1_6mer,Francisella,cf,Francisella_cf
405,GCF_000195555.1_Francisella_hispaniensis_6mer,Francisella,hispaniensis,Francisella_hispaniensis
406,GCF_000195575.1_Carnobacterium_sp__17-4_6mer,Carnobacterium,sp,Carnobacterium_sp
407,GCF_000195975.1_Parasynechococcus_marenigrum_WH_8102_6mer,Parasynechococcus,marenigrum,Parasynechococcus_marenigrum
408,GCF_000196115.1_Rhodopirellula_baltica_SH_1_6mer,Rhodopirellula,baltica,Rhodopirellula_baltica
409,GCF_000196215.1_Borreliella_bavariensis_PBi_6mer,Borreliella,bavariensis,Borreliella_bavariensis
410,GCF_000196235.1_Arthrobacter_sp__FB24_6mer,Arthrobacter,sp,Arthrobacter_sp
411,GCF_000196255.1_Photobacterium_profundum_SS9_6mer,Photobacterium,profundum,Photobacterium_profundum
412,GCF_000196275.1_Deinococcus_geothermalis_DSM_11300_6mer,Deinococcus,geothermalis,Deinococcus_geothermalis
413,GCF_000196315.1_Croceibacter_atlanticus_HTCC2559_6mer,Croceibacter,atlanticus,Croceibacter_atlanticus
414,GCF_000196355.1_Nitrosospira_multiformis_ATCC_25196_6mer,Nitrosospira,multiformis,Nitrosospira_multiformis
415,GCF_000196455.1_Acetoanaerobium_sticklandii_6mer,Acetoanaerobium,sticklandii,Acetoanaerobium_sticklandii
416,GCF_000196475.1_Photorhabdus_asymbiotica_6mer,Photorhabdus,asymbiotica,Photorhabdus_asymbiotica
417,GCF_000196515.1__Nostoc_azollae__0708_6mer,,Nostoc,_Nostoc
418,GCF_000196795.1_Acinetobacter_oleivorans_DR1_6mer,Acinetobacter,oleivorans,Acinetobacter_oleivorans
419,GCF_000199675.1_Anaerolinea_thermophila_UNI-1_6mer,Anaerolinea,thermophila,Anaerolinea_thermophila
420,GCF_000200595.1_Helicobacter_felis_ATCC_49179_6mer,Helicobacter,felis,Helicobacter_felis
421,GCF_000203215.1_Mycoplasma_suis_KI3806_6mer,Mycoplasma,suis,Mycoplasma_suis
422,GCF_000203835.1_Streptomyces_coelicolor_A3_2__6mer,Streptomyces,coelicolor,Streptomyces_coelicolor
423,GCF_000204075.1_Trichormus_variabilis_ATCC_29413_6mer,Trichormus,variabilis,Trichormus_variabilis
424,GCF_000204155.1_Micromonospora_maris_AB-18-032_6mer,Micromonospora,maris,Micromonospora_maris
425,GCF_000208385.1_Parasphaerochaeta_coccoides_DSM_17374_6mer,Parasphaerochaeta,coccoides,Parasphaerochaeta_coccoides
426,GCF_000209655.1_Pusillimonas_sp__T7-7_6mer,Pusillimonas,sp,Pusillimonas_sp
427,GCF_000211855.2_Lacinutrix_sp__5H-3-7-4_6mer,Lacinutrix,sp,Lacinutrix_sp
428,GCF_000212375.1_Porphyromonas_asaccharolytica_DSM_20707_6mer,Porphyromonas,asaccharolytica,Porphyromonas_asaccharolytica
429,GCF_000212395.1_Thermodesulfobium_narugense_DSM_14796_6mer,Thermodesulfobium,narugense,Thermodesulfobium_narugense
430,GCF_000212415.1_Treponema_brennaborense_DSM_12168_6mer,Treponema,brennaborense,Treponema_brennaborense
431,GCF_000212675.2_Desulfocurvibacter_africanus_subsp__africanus_str__6mer,Desulfocurvibacter,africanus,Desulfocurvibacter_africanus
432,GCF_000212735.1_Haliscomenobacter_hydrossis_DSM_1100_6mer,Haliscomenobacter,hydrossis,Haliscomenobacter_hydrossis
